amount,grade,years,ownership,income,age
29850,D,1,RENT,59700,54
5000,E,4,RENT,60000,22
7750,C,5,RENT,26400,29
7000,A,2,MORTGAGE,96000,23
6000,A,2,RENT,63000,30
35000,D,10,MORTGAGE,87000,24
18725,A,0,RENT,36500,22
1000,C,,RENT,10140,21
13250,A,2,RENT,45000,30
12000,D,2,RENT,40310,32
3800,D,4,RENT,75000,23
7500,A,2,MORTGAGE,44000,27
15000,E,7,RENT,62000,21
4000,A,3,RENT,98000,26
4750,B,3,RENT,20000,32
25000,B,11,RENT,91000,34
5000,A,6,RENT,45000,28
8000,A,1,MORTGAGE,96000,29
5000,D,3,MORTGAGE,25380,35
5000,B,,RENT,36000,35
10000,C,1,RENT,57000,25
2500,E,0,RENT,51630,22
3000,B,1,MORTGAGE,34662,23
11000,A,5,MORTGAGE,54000,24
10000,C,1,MORTGAGE,100000,29
10000,B,10,MORTGAGE,32004,22
2500,C,5,RENT,120000,29
3500,D,24,RENT,74004,26
8500,D,0,RENT,61000,29
4900,C,0,OWN,36000,32
6200,B,2,RENT,25000,36
7200,B,5,RENT,61490,21
17000,C,2,MORTGAGE,51996,21
6000,C,4,RENT,35364,26
25000,C,0,OWN,86500,31
6000,B,2,RENT,35000,32
3000,C,0,OWN,12000,25
7000,C,2,RENT,40000,28
3600,A,5,RENT,30000,34
4800,D,5,OWN,62000,40
4500,A,5,RENT,36000,24
9500,A,5,MORTGAGE,47300,24
5200,B,0,RENT,21600,25
9975,C,24,RENT,83200,22
14400,B,1,RENT,80000,22
7000,B,3,RENT,35350,22
4000,A,2,MORTGAGE,61000,30
5000,A,0,RENT,30000,21
12475,A,17,MORTGAGE,88000,23
10000,B,13,MORTGAGE,65000,24
1200,D,8,RENT,68736,33
12000,B,1,RENT,46000,38
12000,D,18,MORTGAGE,50400,22
10675,A,34,MORTGAGE,61838.4,28
5800,C,2,RENT,18000,21
14400,C,0,RENT,62000,25
25000,D,12,MORTGAGE,97000,25
20000,B,4,RENT,88000,27
4800,B,3,RENT,55000,21
9600,B,4,MORTGAGE,62000,23
5650,A,15,MORTGAGE,48000,27
5000,B,0,RENT,20520,30
16000,A,3,MORTGAGE,104000,33
25000,B,17,MORTGAGE,65000,21
6450,B,4,RENT,29361,22
3000,C,0,RENT,37440,29
10300,D,1,MORTGAGE,26400,41
7275,A,2,MORTGAGE,16000,30
8975,D,4,RENT,33000,26
9325,C,8,MORTGAGE,85000,24
4000,A,3,OWN,28000,21
6400,C,0,MORTGAGE,100000,24
10000,D,22,RENT,83628,28
5425,B,0,RENT,83200,27
4000,C,3,RENT,15996,22
4000,C,10,RENT,131000,26
10950,A,11,MORTGAGE,65000,26
13150,A,2,OWN,72000,34
4800,D,2,RENT,30000,31
12000,C,0,RENT,53000,28
2700,A,3,MORTGAGE,88000,23
10000,A,3,MORTGAGE,62000,33
17500,D,1,RENT,32400,25
6800,C,5,MORTGAGE,60635,22
8000,C,0,OWN,45000,23
7500,D,0,MORTGAGE,175000,26
7000,B,0,RENT,34800,23
5400,B,3,RENT,55000,23
3250,A,3,MORTGAGE,45292.8,23
1550,A,5,MORTGAGE,22000,23
5000,C,2,RENT,50000,24
15000,B,9,MORTGAGE,67000,29
5000,C,13,MORTGAGE,41000,23
3400,B,1,RENT,147000,24
2800,B,7,RENT,37440,27
8500,B,5,RENT,52582,24
24500,B,4,RENT,175000,28
9250,C,0,RENT,13000,21
4000,B,3,RENT,26400,24
2400,C,5,RENT,77700,27
500,B,3,MORTGAGE,26000,22
10000,B,12,RENT,43200,22
9500,A,5,RENT,55000,24
10800,A,0,RENT,35000,34
9600,D,3,RENT,53000,21
2800,D,7,MORTGAGE,45000,32
5700,A,1,RENT,39996,36
1000,A,5,RENT,45000,24
1000,C,7,OWN,56000,27
3000,D,1,RENT,18000,23
10000,C,26,MORTGAGE,87600,24
3625,D,19,RENT,19800,25
15000,B,,MORTGAGE,42655.8,48
10000,C,4,RENT,30000,24
3000,A,6,MORTGAGE,75000,31
15000,C,3,RENT,100000,29
9000,A,0,MORTGAGE,79000,25
2700,B,6,RENT,15000,30
17000,B,1,MORTGAGE,65000,26
10000,B,0,RENT,65000,23
10000,B,13,RENT,60000,23
9925,A,9,MORTGAGE,48000,22
23750,C,20,MORTGAGE,110000,26
12000,B,17,RENT,55000,45
2800,B,13,MORTGAGE,136000,30
11000,A,1,RENT,85000,24
3000,B,7,MORTGAGE,48000,25
5000,C,3,RENT,80000,22
6000,C,0,MORTGAGE,140000,27
10475,A,11,MORTGAGE,53360,29
14000,B,4,RENT,62500,41
3000,A,3,MORTGAGE,60096,29
24250,C,14,MORTGAGE,135000,24
5000,E,13,MORTGAGE,45000,27
5000,A,17,OWN,37000,34
8000,B,5,MORTGAGE,51000,24
10625,A,11,MORTGAGE,59000,25
2000,A,0,RENT,12000,23
10000,C,1,RENT,37000,29
4000,C,3,RENT,36000,26
4500,D,7,MORTGAGE,36000,44
15000,B,24,MORTGAGE,89000,34
25000,F,20,MORTGAGE,116000,39
5000,A,5,RENT,42996,24
4700,A,0,MORTGAGE,145596,23
5000,C,16,MORTGAGE,45000,24
13200,D,21,MORTGAGE,75000,40
17000,A,2,MORTGAGE,70000,24
8400,A,3,RENT,58576,30
5000,A,5,OWN,75000,23
20000,C,18,OWN,51600,24
9800,A,9,MORTGAGE,56500,23
15000,B,3,RENT,84000,28
3000,B,13,RENT,58000,22
13000,C,0,RENT,31200,21
4800,B,28,MORTGAGE,52000,29
10000,B,14,RENT,54996,28
2000,B,18,OWN,56000,24
4800,C,4,RENT,49200,27
2500,D,,RENT,10800,35
3500,C,5,RENT,22800,27
4000,A,5,MORTGAGE,35000,36
7750,C,8,MORTGAGE,104000,28
3000,C,12,MORTGAGE,33600,30
15000,A,11,MORTGAGE,75000,30
1250,C,0,RENT,14400,31
15000,D,6,RENT,36000,37
10000,D,1,RENT,50000,24
17000,C,12,MORTGAGE,26000,22
1600,B,3,RENT,12000,21
15000,A,8,MORTGAGE,118000,25
5000,B,6,MORTGAGE,67870,38
10000,D,0,OWN,33996,22
3500,A,3,RENT,50000,32
1500,A,2,MORTGAGE,17544,28
5500,B,1,RENT,18000,25
7000,C,5,RENT,65000,27
5000,C,2,RENT,45000,28
20000,D,3,MORTGAGE,160000,24
8000,A,2,MORTGAGE,51000,23
25000,C,1,RENT,100800,30
20000,B,3,MORTGAGE,150000,39
6000,C,6,RENT,27000,23
6000,C,4,RENT,52000,23
10000,E,15,RENT,26000,24
15000,C,4,MORTGAGE,75000,22
6000,C,1,RENT,31200,25
3500,C,13,MORTGAGE,41941,23
1325,B,0,RENT,50400,24
5000,B,2,RENT,42500,22
13000,B,6,RENT,118000,24
20000,C,8,RENT,50000,38
10000,C,1,OWN,45000,25
10000,B,5,RENT,32890,27
10000,A,25,RENT,57000,22
4000,A,0,RENT,32000,22
15000,E,8,RENT,74784,37
7600,D,,MORTGAGE,48000,28
3000,A,7,MORTGAGE,54000,23
15000,E,11,MORTGAGE,70000,28
20000,A,6,OWN,85000,27
1900,A,3,RENT,26500,22
10000,D,12,RENT,102000,32
17000,C,1,RENT,35400,26
16000,E,7,OTHER,60000,23
7000,C,2,MORTGAGE,50000,33
12000,D,3,OWN,78000,27
6500,A,2,MORTGAGE,30000,29
6000,D,,MORTGAGE,46800,26
2500,A,13,MORTGAGE,65000,24
15600,B,2,MORTGAGE,84996,31
3000,C,0,OWN,49140,22
10000,A,11,MORTGAGE,80000,22
8000,C,1,RENT,25200,23
14000,E,5,MORTGAGE,97200,26
3775,A,0,RENT,50000,32
16000,A,1,RENT,51000,51
5000,B,2,RENT,70000,38
12000,C,6,MORTGAGE,78000,23
7500,A,4,MORTGAGE,40000,32
5600,C,10,RENT,41000,26
2000,B,7,RENT,30225,28
5000,E,5,RENT,50000,27
16000,D,12,MORTGAGE,55530,23
25000,D,12,MORTGAGE,153000,41
3000,D,15,MORTGAGE,70000,27
2000,C,1,RENT,26400,27
9000,C,2,RENT,70000,47
15000,E,8,MORTGAGE,59950,23
16000,B,9,MORTGAGE,70000,24
10000,E,0,MORTGAGE,26000,23
5200,C,0,RENT,26000,38
26000,A,8,MORTGAGE,105000,30
8000,D,2,MORTGAGE,48000,40
6000,C,3,RENT,41496,33
17000,C,1,MORTGAGE,60000,39
9000,D,1,RENT,38400,28
10000,B,2,RENT,39996,25
28000,A,3,MORTGAGE,130000,32
11000,E,10,RENT,41808,21
5000,A,6,RENT,81000,24
14400,B,19,RENT,88068,26
4000,C,0,OWN,40800,37
5600,B,8,RENT,57995,29
8000,C,3,RENT,58600,23
9000,B,3,MORTGAGE,48000,30
6000,B,3,RENT,48000,23
2500,B,0,RENT,24996,22
8875,A,12,MORTGAGE,58044,29
12000,A,9,MORTGAGE,97000,28
10000,E,0,RENT,19896,37
7000,C,0,RENT,25000,22
9000,B,11,MORTGAGE,90300,27
35000,A,5,RENT,85000,37
20000,A,5,MORTGAGE,90000,46
12000,A,5,RENT,60000,24
2800,D,3,RENT,33396,24
10000,A,9,MORTGAGE,90000,25
1000,A,0,RENT,75000,30
19000,B,10,MORTGAGE,34000,23
35000,A,,MORTGAGE,93600,28
18000,B,1,RENT,70000,28
23000,D,3,RENT,95000,40
4800,C,4,RENT,42000,22
4500,B,11,RENT,52000,29
2500,A,5,MORTGAGE,110004,24
6000,B,4,RENT,30000,22
4500,A,21,RENT,36000,27
6000,E,10,MORTGAGE,70000,28
15000,D,8,RENT,75000,50
10800,A,11,RENT,75000,26
23975,E,3,MORTGAGE,150000,30
20000,D,5,MORTGAGE,75000,28
2400,B,0,RENT,46000,26
10000,C,3,RENT,43000,21
8825,D,14,MORTGAGE,80000,25
8000,D,17,MORTGAGE,132000,23
5000,B,0,RENT,49800,45
4450,B,4,MORTGAGE,45000,30
5000,E,9,MORTGAGE,32400,21
12500,A,4,RENT,42000,21
12500,A,4,RENT,42000,21
4800,A,1,RENT,45000,26
15800,B,0,OWN,100000,29
8000,A,13,MORTGAGE,31000,24
2400,C,1,RENT,18000,26
1500,B,12,RENT,30000,29
2400,B,2,RENT,12000,31
2100,D,0,RENT,12500,30
7000,A,4,MORTGAGE,49000,28
12000,B,5,RENT,56755,22
24250,B,12,MORTGAGE,140000,29
3200,C,6,RENT,25000,24
8500,C,3,MORTGAGE,75000,30
6000,C,4,RENT,50000,23
10000,B,5,RENT,38004,22
6000,D,2,RENT,18835.2,27
15000,B,3,RENT,75000,33
1500,D,8,MORTGAGE,60000,24
10000,B,5,RENT,27600,34
17000,A,20,MORTGAGE,95680,28
8000,D,1,MORTGAGE,54600,24
10100,D,0,RENT,29136,26
25000,B,7,MORTGAGE,87000,24
10000,D,0,MORTGAGE,160000,25
10000,D,1,RENT,75000,24
1000,C,1,RENT,35000,26
13000,B,2,MORTGAGE,59000,31
4900,A,9,RENT,25200,32
12000,A,3,MORTGAGE,36000,25
3600,D,19,MORTGAGE,23000,23
10000,B,15,RENT,54000,33
5000,B,8,MORTGAGE,36000,30
5300,C,0,RENT,28800,24
10000,A,,RENT,60000,30
6500,A,1,MORTGAGE,50000,27
2500,B,7,MORTGAGE,68000,28
10800,A,2,MORTGAGE,107000,27
5500,B,2,RENT,36000,26
10000,B,4,RENT,55000,23
20000,C,4,RENT,68000,25
16000,F,6,RENT,63175.25,22
5500,B,20,OTHER,45996,28
13000,C,6,MORTGAGE,100000,31
12000,B,11,MORTGAGE,110000,29
10000,A,9,MORTGAGE,90000,25
34000,B,4,MORTGAGE,160000,28
11500,B,2,RENT,92259,33
21000,B,34,MORTGAGE,60000,23
35000,D,,RENT,162000,31
4900,B,1,MORTGAGE,75000,24
3000,B,4,RENT,30000,25
12000,B,4,RENT,40000,27
5000,C,0,RENT,50004,27
10000,B,9,MORTGAGE,66000,26
15000,B,24,MORTGAGE,30200,25
25000,D,10,OWN,83000,22
14800,F,7,MORTGAGE,60000,29
12000,C,3,RENT,42000,33
18000,D,1,RENT,180000,30
16000,E,2,MORTGAGE,58200,37
9000,D,3,MORTGAGE,49633,25
15000,B,22,RENT,65000,24
15000,B,5,RENT,91000,25
3000,B,0,RENT,36000,22
20000,B,6,RENT,72000,34
3000,B,22,MORTGAGE,66000,34
8000,E,3,RENT,36000,21
10000,A,8,MORTGAGE,180000,30
12000,B,4,MORTGAGE,32000,28
7500,B,1,RENT,35000,42
2400,B,29,MORTGAGE,106000,31
18000,D,3,MORTGAGE,110244,28
3600,A,4,MORTGAGE,55000,29
12000,C,0,RENT,159500,24
4750,B,12,RENT,24000,24
10000,B,5,OTHER,108000,24
10000,B,2,RENT,92004,30
7000,E,1,RENT,19200,25
11200,B,8,RENT,36000,52
12000,D,2,MORTGAGE,133000,31
4200,E,4,RENT,34000,26
10000,A,13,OWN,45000,29
3000,B,3,RENT,47277,33
18000,C,9,RENT,75000,23
4000,B,1,RENT,30000,26
8000,B,4,MORTGAGE,84996,30
11000,A,22,RENT,35000,25
14400,A,8,RENT,80400,21
15000,B,,OWN,36000,26
22000,B,11,RENT,72000,43
25000,B,27,MORTGAGE,110000,22
16500,C,0,RENT,71000,33
12000,C,6,RENT,99996,28
20000,B,3,RENT,63000,25
5500,B,1,RENT,43000,23
9000,A,15,MORTGAGE,65000,23
20000,C,0,RENT,99996,24
10400,B,12,MORTGAGE,58000,25
4000,A,4,MORTGAGE,72500,32
2475,D,22,RENT,72000,28
1600,D,0,RENT,24000,28
5000,C,2,MORTGAGE,42000,21
12000,B,0,RENT,39996,26
1800,B,2,RENT,19200,40
10000,C,15,RENT,52000,23
23500,A,3,MORTGAGE,70000,30
10000,C,8,RENT,49639.62,24
8000,B,3,RENT,60000,23
14400,E,7,RENT,56400,21
13200,A,9,RENT,28000,29
12000,B,13,RENT,40000,30
3500,B,3,RENT,45000,23
3000,A,3,RENT,22800,22
11200,C,18,MORTGAGE,80000,22
3000,B,2,RENT,48996,30
7200,C,6,RENT,50000,36
9750,D,3,RENT,20800,31
15000,C,4,OWN,100000,25
5000,B,1,RENT,70500,22
6000,C,4,RENT,72000,31
4175,A,1,OWN,35000,26
6000,B,0,MORTGAGE,72000,24
24500,B,15,RENT,92000,24
3500,B,0,RENT,34000,29
12000,C,2,RENT,28000,23
1500,C,0,RENT,14400,25
12000,A,8,MORTGAGE,90000,27
25000,D,2,RENT,95800,25
9175,B,0,RENT,28500,34
15000,C,9,RENT,60000,30
15000,B,5,MORTGAGE,46000,25
3200,A,0,MORTGAGE,75000,23
14000,A,,MORTGAGE,66000,22
8000,A,15,MORTGAGE,41050,33
9500,D,15,MORTGAGE,28000,23
3000,B,1,RENT,93600,27
6600,D,2,RENT,30000,29
4750,A,0,MORTGAGE,30000,21
9000,C,4,MORTGAGE,78000,31
19200,B,,RENT,82000,27
6250,C,3,RENT,24000,25
10000,E,3,MORTGAGE,63000,33
6250,A,15,MORTGAGE,38484,22
5000,B,4,RENT,21600,30
4000,A,6,RENT,110000,28
13000,A,5,MORTGAGE,108000,26
5000,C,5,MORTGAGE,128000,26
10000,B,5,MORTGAGE,50000,22
10000,C,0,RENT,28000,29
2000,D,0,RENT,45000,22
7200,B,0,RENT,45000,22
25000,E,1,MORTGAGE,80000,22
10000,A,2,MORTGAGE,100000,25
5000,C,11,RENT,73000,25
8000,B,24,RENT,40000,27
14400,B,18,MORTGAGE,180000,25
12000,B,7,RENT,36000,24
14100,B,5,MORTGAGE,51900,22
14500,B,,MORTGAGE,28800,22
14000,C,6,RENT,85000,28
8500,C,5,MORTGAGE,45000,25
1600,B,16,MORTGAGE,70000,24
10000,B,16,RENT,115000,49
14400,A,11,MORTGAGE,100000,27
1750,C,3,MORTGAGE,38400,21
3175,C,0,OWN,15000,21
8500,D,1,OWN,22000,22
10000,A,2,RENT,39996,21
5600,A,,OWN,41100,24
11000,A,22,RENT,53004,26
10000,C,0,RENT,52500,23
2400,A,2,MORTGAGE,51000,23
8000,B,,RENT,60780,23
20000,C,2,MORTGAGE,65000,26
25000,A,2,MORTGAGE,200000,38
5000,C,2,OWN,38000,24
5000,F,5,RENT,21000,21
2500,A,1,RENT,26592,27
5000,A,5,OWN,75000,23
2375,B,,RENT,9600,21
4600,D,3,RENT,46500,23
20000,E,2,MORTGAGE,73400,21
21000,B,0,RENT,95000,33
1750,B,2,MORTGAGE,78000,22
3500,D,1,MORTGAGE,60000,37
6000,A,1,RENT,36000,22
10000,B,1,RENT,50000,31
6000,A,4,MORTGAGE,100000,32
5000,E,3,RENT,22000,25
10000,A,1,RENT,50000,26
2500,B,17,RENT,75000,28
10000,E,2,MORTGAGE,57000,36
3000,A,0,OWN,26000,34
3625,A,0,RENT,52000,25
4750,C,6,RENT,13806,21
6000,C,4,RENT,63500,25
4000,B,8,MORTGAGE,57850,23
8200,A,2,RENT,150000,22
4000,C,1,RENT,28800,29
19400,D,3,MORTGAGE,316800,42
7000,A,3,RENT,50026,26
3250,B,0,OWN,10000,29
2500,B,4,MORTGAGE,32000,21
15000,C,6,MORTGAGE,228000,26
20000,E,4,MORTGAGE,88000,29
20500,A,6,MORTGAGE,54500,36
10000,B,13,RENT,60000,23
12000,B,0,RENT,68000,31
20000,C,5,RENT,140000,29
4000,B,2,RENT,16800,22
8000,D,0,MORTGAGE,45000,23
4000,C,0,RENT,12000,27
15000,D,6,RENT,95000,22
1500,B,18,RENT,54000,23
5000,A,17,RENT,60000,37
9000,A,4,MORTGAGE,54000,27
3000,A,2,RENT,76000,29
6000,B,8,RENT,66500,42
13250,C,10,MORTGAGE,36000,21
25000,E,5,RENT,66504,41
15000,D,4,MORTGAGE,64000,35
725,A,1,RENT,12000,27
24000,B,13,MORTGAGE,70000,34
6400,C,4,MORTGAGE,67000,34
5000,A,,MORTGAGE,72000,33
6725,B,13,MORTGAGE,42000,23
10000,A,2,MORTGAGE,62000,23
4000,E,2,RENT,88000,36
20000,G,0,MORTGAGE,76800,27
7000,E,13,MORTGAGE,48500,22
10000,A,5,MORTGAGE,54000,34
3000,B,6,RENT,45996,29
10000,A,3,MORTGAGE,51000,26
13275,C,,RENT,38040,30
3000,B,2,RENT,39000,26
9600,C,7,RENT,60000,28
9000,C,0,RENT,60000,23
21000,E,19,RENT,93000,26
5000,B,2,RENT,37300,32
8000,C,2,RENT,60000,22
14000,D,4,RENT,45000,25
10000,E,6,RENT,95000,25
6800,C,6,MORTGAGE,97000,24
5000,D,11,RENT,33280,26
3500,C,9,OWN,32000,23
4950,B,17,MORTGAGE,19200,22
1550,A,,MORTGAGE,26400,22
3000,B,4,RENT,48000,26
5000,A,2,RENT,21000,21
12000,A,12,RENT,275000,39
1275,B,0,MORTGAGE,65964,24
3250,C,10,MORTGAGE,95000,37
8250,B,4,RENT,33000,21
5600,B,3,RENT,30000,23
8875,D,1,RENT,32400,42
5000,B,17,MORTGAGE,109500,26
8000,A,9,MORTGAGE,69912,26
25000,C,9,RENT,54000,29
14000,C,5,RENT,65000,38
12000,B,22,RENT,55000,25
21000,B,38,MORTGAGE,175000,27
14975,A,,MORTGAGE,125000,41
12800,D,13,RENT,103000,25
3500,A,3,OWN,51000,27
10000,E,4,RENT,60000,23
1500,C,4,MORTGAGE,58000,27
1500,B,11,MORTGAGE,63000,36
21600,B,10,RENT,90000,22
9600,B,2,RENT,68000,27
16000,C,15,MORTGAGE,82500,23
16000,A,3,MORTGAGE,480000,41
7500,B,3,RENT,125000,25
2000,B,0,RENT,21600,21
7525,A,1,RENT,85000,27
4800,C,7,RENT,63000,34
5000,C,3,RENT,48000,26
18200,B,8,MORTGAGE,55000,25
11050,A,4,MORTGAGE,58000,22
2000,D,1,RENT,48000,24
4000,D,,OWN,17640,35
9000,B,5,MORTGAGE,80000,28
11000,B,2,OWN,126996,23
18000,B,3,MORTGAGE,350000,43
5650,B,3,MORTGAGE,72000,23
6500,D,1,RENT,60000,33
12000,A,8,MORTGAGE,40000,30
5000,C,2,RENT,40000,24
3000,C,0,RENT,24000,22
19200,D,0,RENT,87500,34
3000,B,2,MORTGAGE,49000,24
3500,B,15,MORTGAGE,175000,30
14000,C,12,RENT,122000,23
6000,C,5,RENT,90000,26
3000,C,0,RENT,65004,23
4800,B,6,OWN,38272,22
12000,C,0,RENT,40000,30
9000,A,15,MORTGAGE,76000,28
9750,C,6,MORTGAGE,82248,25
7000,B,16,RENT,45000,36
7350,B,4,MORTGAGE,48000,25
25000,B,14,OWN,55000,22
14000,B,0,RENT,70000,46
8000,B,16,MORTGAGE,68000,25
2500,A,3,RENT,36000,21
3000,E,8,RENT,95424,28
15000,B,8,MORTGAGE,75000,22
9500,C,1,RENT,52500,24
8000,D,1,RENT,50000,25
15000,A,3,MORTGAGE,136625,34
25000,F,23,MORTGAGE,80000,36
6000,C,7,RENT,36000,22
20000,B,13,MORTGAGE,172000,30
4000,D,8,MORTGAGE,33996,24
15000,C,2,MORTGAGE,48000,51
12000,C,1,MORTGAGE,80000,23
5600,C,4,MORTGAGE,93000,26
24000,E,10,MORTGAGE,97584,25
13000,D,2,RENT,24000,21
10000,E,1,RENT,87996,24
3000,B,13,MORTGAGE,86004,25
20000,B,10,MORTGAGE,71000,24
25000,E,0,RENT,87000,24
12000,D,,RENT,60000,25
7425,B,11,OWN,71884,56
8000,A,9,RENT,42000,27
6000,A,15,OWN,26000,21
16000,B,0,RENT,175000,35
3500,A,16,OWN,66000,33
7500,A,1,RENT,55000,21
15000,D,0,MORTGAGE,50000,24
25000,A,4,MORTGAGE,118000,26
19800,C,1,MORTGAGE,107000,23
4000,D,6,RENT,30000,25
3000,A,2,RENT,30000,23
6800,B,3,RENT,52852,23
12000,C,0,RENT,64000,23
9600,D,10,MORTGAGE,67350,22
5000,B,2,RENT,31100,29
15000,B,2,MORTGAGE,51000,32
3200,B,15,RENT,40000,35
4375,B,,RENT,16800,24
3000,F,6,RENT,23004,27
9000,B,5,MORTGAGE,62000,22
1900,A,17,RENT,45000,30
1000,A,0,MORTGAGE,36000,23
16000,D,5,MORTGAGE,64000,49
8500,D,2,RENT,31800,28
5000,A,2,RENT,61000,22
4000,B,1,RENT,44000,24
9300,A,11,MORTGAGE,96900,24
10000,A,5,MORTGAGE,56000,32
6000,D,16,RENT,36000,25
12000,B,5,RENT,69600,29
4400,A,2,MORTGAGE,71000,26
5000,C,14,RENT,60000,23
15000,B,5,RENT,64000,34
20050,B,15,RENT,26000,26
19200,C,5,MORTGAGE,102000,24
16000,D,3,RENT,50000,25
8000,B,5,RENT,50000,37
9800,C,,RENT,25000,32
2500,C,4,MORTGAGE,104085,25
20000,B,8,RENT,75000,22
1500,B,0,RENT,12000,33
15000,B,5,RENT,65000,29
2000,A,1,RENT,37315,25
13750,B,0,RENT,42000,29
5000,C,9,RENT,36000,23
18000,C,7,MORTGAGE,47682,26
21600,C,4,MORTGAGE,96000,22
3500,B,,RENT,27600,25
6000,C,10,OTHER,82656,31
8000,D,9,MORTGAGE,70000,26
13000,C,1,RENT,51996,24
24000,D,6,RENT,80700,23
10000,C,2,RENT,83976,27
8000,C,0,RENT,36000,28
3100,A,5,MORTGAGE,32000,29
6500,F,9,MORTGAGE,213000,25
14000,D,8,RENT,80000,28
11200,C,7,MORTGAGE,66000,24
6000,D,2,RENT,39000,22
5000,B,2,MORTGAGE,40000,28
7000,D,2,RENT,60000,22
7500,C,2,RENT,40000,22
6000,B,2,RENT,31200,29
3000,C,2,RENT,14400,21
1200,C,2,OWN,50000,33
6000,C,2,RENT,24000,35
3800,B,5,MORTGAGE,45000,25
4200,B,3,OWN,50000,29
10000,E,12,RENT,48000,22
25000,D,3,MORTGAGE,80000,23
1000,D,2,MORTGAGE,31200,21
5500,C,0,RENT,24000,23
14400,C,0,RENT,76000,22
21000,E,0,RENT,150000,34
5200,A,10,MORTGAGE,61200,25
8000,A,12,MORTGAGE,107364,28
8500,E,0,OWN,26000,26
10000,A,1,MORTGAGE,83000,32
6000,E,1,RENT,25000,25
10000,B,2,MORTGAGE,157656,28
8000,D,9,MORTGAGE,62000,23
10000,A,8,OWN,33600,21
12500,B,4,RENT,60000,23
4000,B,5,MORTGAGE,52800,22
9200,E,5,RENT,50000,23
6000,A,11,MORTGAGE,81000,28
8500,B,3,RENT,65000,23
2500,A,0,RENT,24960,22
8000,B,1,MORTGAGE,80000,27
10000,A,9,RENT,27996,23
2500,B,3,RENT,36000,36
12250,C,2,RENT,35000,21
15000,A,9,MORTGAGE,31000,26
8500,B,19,MORTGAGE,49000,27
17000,A,5,MORTGAGE,90000,31
10000,C,5,RENT,132600,31
3250,D,3,RENT,25000,24
5500,C,13,RENT,56000,27
2500,B,4,RENT,10800,21
10000,C,1,RENT,30000,22
6000,C,15,RENT,38000,25
5500,A,,MORTGAGE,45000,22
15000,C,3,RENT,41000,22
1750,B,11,MORTGAGE,10800,24
15000,B,7,MORTGAGE,36000,30
4000,C,4,RENT,45600,28
3600,C,15,RENT,74400,33
9500,D,,RENT,21900,31
22500,D,2,RENT,52500,28
6400,B,10,MORTGAGE,62000,23
6800,A,0,RENT,54000,23
12000,B,12,MORTGAGE,60000,25
1500,A,5,MORTGAGE,77000,30
10000,C,0,RENT,62400,23
8000,B,5,RENT,46000,24
4000,C,5,MORTGAGE,42000,24
3250,C,4,RENT,20000,27
4000,A,0,RENT,36000,24
5000,C,6,RENT,80000,24
6000,A,6,MORTGAGE,70000,22
8000,C,0,RENT,42000,27
6000,B,6,RENT,37500,22
14500,C,,RENT,88113.63,28
2800,C,,OWN,17760,38
16000,A,13,MORTGAGE,144000,29
7500,B,1,MORTGAGE,50000,32
5000,B,7,RENT,68000,22
5000,C,2,MORTGAGE,55000,22
2700,A,,RENT,15000,30
9600,E,3,OTHER,40000,21
12000,C,0,RENT,50000,33
6125,A,0,RENT,75400,52
18000,C,1,MORTGAGE,96300,30
4800,A,5,RENT,47664,21
5000,A,2,OWN,40000,36
6000,A,6,OWN,30000,22
5500,A,1,RENT,42312,30
4500,C,4,MORTGAGE,75000,25
6000,A,7,RENT,47000,24
7500,B,4,RENT,48659,25
6000,B,4,RENT,36628.8,22
5000,B,6,MORTGAGE,51000,23
2500,A,6,MORTGAGE,81000,28
9250,A,1,RENT,24000,22
3550,B,,RENT,10200,40
7500,A,2,RENT,60000,36
7500,D,13,RENT,51000,28
15000,A,12,MORTGAGE,60000,31
8500,C,2,MORTGAGE,125000,29
8000,B,4,RENT,70000,31
12000,A,43,MORTGAGE,35000,22
11200,A,4,MORTGAGE,50400,23
10000,A,5,RENT,45000,30
11500,B,3,MORTGAGE,55000,32
8000,B,5,MORTGAGE,51000,24
5800,A,4,MORTGAGE,45000,25
1600,B,0,RENT,15360,21
10000,A,4,MORTGAGE,95004,23
12000,A,15,MORTGAGE,125000,26
21500,D,5,RENT,65000,24
8000,B,3,OWN,175000,24
10750,A,4,RENT,28800,29
23450,B,1,MORTGAGE,166000,22
15000,B,4,MORTGAGE,53808,47
5000,C,5,MORTGAGE,61400,21
15000,C,5,MORTGAGE,67200,32
9000,A,2,RENT,20000,21
15000,C,20,MORTGAGE,125000,26
13000,B,28,MORTGAGE,74004,29
2500,D,3,RENT,39000,35
9000,A,11,OWN,57000,24
1200,A,,MORTGAGE,25200,23
4000,B,17,RENT,18000,22
4000,D,6,RENT,39996,39
4000,C,0,RENT,39996,29
5000,B,6,RENT,30000,24
15000,A,,RENT,31200,21
15000,B,2,MORTGAGE,75744,24
24250,A,0,MORTGAGE,130000,40
6000,B,,MORTGAGE,65000,26
10800,B,2,RENT,56004,47
5000,B,5,RENT,96000,28
6000,B,5,MORTGAGE,115000,26
8600,A,2,RENT,30000,27
25000,B,2,MORTGAGE,77000,30
8000,D,1,OWN,38400,33
1500,E,0,RENT,18000,22
4000,C,5,RENT,70000,26
8000,E,1,MORTGAGE,40000,22
17000,B,11,MORTGAGE,30000,24
10000,B,9,MORTGAGE,75000,29
8000,B,21,RENT,54000,23
