MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE (YYYYMMDD),END_DATE  (YYYYMMDD)
A00261,12,101047.5,M,M,500004,5,TYPE-B,54,2,SEMI-ANNUAL,126155,INFORCE,20080228,
A00262,17,100000,,,,1,TYPE-B,58,0,ANNUAL,13111,INFORCE,20080228,
A00263,54,100000.8,S,M,800004,1,TYPE-B,28,0,MONTHLY,13944,CANCELLED,20080229,20080627
A00264,38,105000,M,M,1500000,1,TYPE-B,47,1,ANNUAL,37900,INFORCE,20080229,
A00265,17,100000.8,M,M,1899996,1,TYPE-B,40,2,MONTHLY,88255,INFORCE,20080229,
A00266,12,100000,M,M,600000,1,TYPE-B,46,1,QUARTERLY,43711,CANCELLED,20080229,20080727
A00267,12,120000,M,M,1200000,1,TYPE-B,36,3,QUARTERLY,163100,CANCELLED,20080229,20091027
A00268,17,100000,M,M,1400004,1,TYPE-B,38,2,ANNUAL,131022,INFORCE,20080229,
A00269,34,1500000,M,M,2499996,1,TYPE-B,51,1,ANNUAL,95477,INFORCE,20080229,
A00270,43,1500000,,,,1,TYPE-B,51,3,ANNUAL,95477,INFORCE,20080229,
A00271,12,100000,S,M,500004,1,TYPE-B,22,0,QUARTERLY,89800,CANCELLED,20080229,20080727
A00272,55,300000,M,M,999996,1,TYPE-B,28,1,SEMI-ANNUAL,145100,INFORCE,20080229,
A00273,49,199999,M,F,5000004,1,TYPE-B,36,1,ANNUAL,125655,INFORCE,20080229,
A00274,41,199999,M,M,5000004,1,TYPE-B,44,2,ANNUAL,125655,INFORCE,20080229,
A00275,17,120000,M,M,249996,1,TYPE-B,34,2,ANNUAL,109099,INFORCE,20080229,
A00276,17,100000,,,,1,TYPE-B,53,0,ANNUAL,47399,CANCELLED,20080303,20090429
A00277,28,100000,,,,1,TYPE-B,38,0,ANNUAL,117244,INFORCE,20080229,
A00278,12,100000,M,F,,4,TYPE-B,40,3,SEMI-ANNUAL,141877,INFORCE,20080303,
A00279,39,100000,M,M,600000,1,TYPE-B,36,3,ANNUAL,119199,INFORCE,20080313,
A00280,41,500000,M,M,279996,1,TYPE-B,44,3,ANNUAL,186899,INFORCE,20080305,
A00281,17,200000,M,M,500004,1,TYPE-B,42,2,SEMI-ANNUAL,194633,CANCELLED,20080331,20081127
A00282,12,100000,M,M,360000,1,TYPE-B,45,3,ANNUAL,188844,INFORCE,20080306,
A00283,22,124999.98,M,M,500004,1,TYPE-B,28,1,ANNUAL,183644,INFORCE,20080313,
A00284,39,100000,M,M,399996,1,TYPE-B,46,1,ANNUAL,116011,INFORCE,20080306,
A00285,17,150000,M,F,2000004,1,TYPE-B,28,3,ANNUAL,41744,INFORCE,20080310,
A00286,40,280000,M,M,300000,1,TYPE-B,45,2,ANNUAL,113166,INFORCE,20080307,
A00287,30,100000.8,M,M,600000,1,TYPE-B,44,3,MONTHLY,164744,CANCELLED,20080317,20110616
A00288,12,100000,M,M,399996,1,TYPE-B,62,1,QUARTERLY,188899,INFORCE,20080324,
A00289,12,200000,M,M,1440000,1,TYPE-B,27,3,ANNUAL,119422,INFORCE,20080331,
A00290,17,100000,,,,1,TYPE-B,28,2,ANNUAL,47399,INFORCE,20080317,
A00291,34,198003.6,M,M,510000,1,TYPE-B,51,3,MONTHLY,128111,CANCELLED,20080311,20080710
A00292,21,100000,M,M,399996,1,TYPE-B,54,1,ANNUAL,155077,INFORCE,20080331,
A00293,17,100000,M,M,440004,1,TYPE-B,39,2,SEMI-ANNUAL,170177,INFORCE,20080312,
A00294,12,140000,M,M,420000,1,TYPE-B,62,2,ANNUAL,53777,INFORCE,20080331,
A00295,12,150000,S,M,579996,1,TYPE-B,25,0,SEMI-ANNUAL,114133,INFORCE,20080313,
A00296,17,120000.96,M,M,639996,1,TYPE-B,30,1,MONTHLY,6166,INFORCE,20080311,
A00297,54,100000.8,M,M,543996,1,TYPE-B,29,3,MONTHLY,13944,INFORCE,20080312,
A00298,17,100000,M,M,399996,1,TYPE-B,30,2,SEMI-ANNUAL,114033,INFORCE,20080314,
A00299,61,100000,M,F,336000,1,TYPE-B,22,3,ANNUAL,128699,INFORCE,20080312,
A00300,55,100000.8,M,F,560004,1,TYPE-B,28,2,MONTHLY,5100,INFORCE,20080311,
A00301,17,100000,M,M,1400004,1,TYPE-B,30,1,ANNUAL,131022,INFORCE,20080313,
A00302,17,150000,S,M,849996,1,TYPE-B,27,0,ANNUAL,97966,INFORCE,20080312,
A00303,27,100000,M,M,3999996,1,TYPE-B,39,1,SEMI-ANNUAL,194611,CANCELLED,20080326,20090525
A00304,17,120000.96,S,M,500004,1,TYPE-B,23,0,MONTHLY,163600,CANCELLED,20080312,20090313
A00305,12,120000.96,S,M,180000,1,TYPE-B,25,0,MONTHLY,128377,CANCELLED,20080314,20080713
A00306,53,100000,M,F,519996,1,TYPE-B,30,1,QUARTERLY,89800,CANCELLED,20080312,20080811
A00307,17,100000,,,,1,TYPE-B,42,0,SEMI-ANNUAL,161833,INFORCE,20080314,
A00308,17,150000,M,F,,4,TYPE-B,21,3,ANNUAL,3388,INFORCE,20080324,
A00309,17,100000,M,M,800004,1,TYPE-B,30,2,QUARTERLY,69800,CANCELLED,20080317,20081116
A00310,17,150000,M,M,699996,1,TYPE-B,44,3,SEMI-ANNUAL,139677,INFORCE,20080318,
A00311,17,150000,M,F,,4,TYPE-B,38,3,SEMI-ANNUAL,139677,CANCELLED,20080314,20091113
A00312,12,100000,M,M,600000,1,TYPE-B,41,1,ANNUAL,131300,INFORCE,20080317,
A00313,17,100000,M,M,650004,1,TYPE-B,30,1,ANNUAL,38500,CANCELLED,20080317,20090514
A00314,17,120000.96,,,,1,TYPE-B,57,3,MONTHLY,131988,INFORCE,20080317,
A00315,36,100000.8,M,M,410004,1,TYPE-B,39,1,MONTHLY,10077,INFORCE,20080331,
A00316,17,100000,M,M,2499996,1,TYPE-B,40,1,ANNUAL,167422,INFORCE,20080331,
A00317,17,100000,M,M,420000,1,TYPE-B,34,2,ANNUAL,194611,INFORCE,20080318,
A00318,12,100001,M,M,500004,1,TYPE-B,46,1,ANNUAL,44866,INFORCE,20080317,
A00319,17,100000,M,F,,4,TYPE-B,30,2,SEMI-ANNUAL,162411,INFORCE,20080320,
A00320,47,103375,S,M,800004,1,TYPE-B,25,0,SEMI-ANNUAL,108599,CANCELLED,20080331,20081127
A00321,12,120000.96,M,M,150000,1,TYPE-B,40,2,MONTHLY,128377,CANCELLED,20080331,20080727
A00322,55,100000,S,M,800004,1,TYPE-B,28,0,SEMI-ANNUAL,144311,INFORCE,20080318,
A00323,12,2010000,M,M,1500000,1,TYPE-B,52,1,MONTHLY,45633,INFORCE,20080331,
A00324,12,100000,M,M,7299996,1,TYPE-B,40,1,ANNUAL,47399,INFORCE,20080318,
A00325,17,100000,M,M,1200000,1,TYPE-B,47,1,ANNUAL,204022,CANCELLED,20080326,20110525
A00326,12,200000,S,M,260004,1,TYPE-B,25,0,ANNUAL,138366,CANCELLED,20080319,20100518
A00327,55,199000,M,M,399996,1,TYPE-B,28,1,SEMI-ANNUAL,204766,CANCELLED,20080319,20081118
A00328,12,150000,M,M,300000,1,TYPE-B,39,3,ANNUAL,138366,CANCELLED,20080320,20100519
A00329,12,200000,S,F,350004,1,TYPE-B,25,0,ANNUAL,138366,CANCELLED,20080320,20100519
A00330,12,140000,S,F,200004,1,TYPE-B,22,0,ANNUAL,56399,INFORCE,20080325,
A00331,12,100000,M,M,699996,5,TYPE-B,48,1,ANNUAL,97400,INFORCE,20080320,
A00332,12,100000.8,S,M,500004,1,TYPE-B,25,0,MONTHLY,533,INFORCE,20080320,
A00333,51,100000.8,M,M,440004,1,TYPE-B,34,3,MONTHLY,128377,INFORCE,20080324,
A00334,12,100000,M,M,249996,1,TYPE-B,51,2,QUARTERLY,179377,INFORCE,20080421,
A00335,17,102000,S,F,300000,1,TYPE-B,29,0,MONTHLY,182288,CANCELLED,20080324,20080720
A00336,17,100000,M,M,699996,1,TYPE-B,35,3,SEMI-ANNUAL,205344,CANCELLED,20080324,20091121
A00337,59,100000,S,M,399996,1,TYPE-B,24,0,QUARTERLY,13944,INFORCE,20080324,
A00338,12,100000,,,,1,TYPE-B,40,3,ANNUAL,47399,CANCELLED,20080324,20100520
A00339,17,100000.8,S,M,380004,1,TYPE-B,26,0,MONTHLY,70300,INFORCE,20080324,
A00340,35,100000,M,F,350004,1,TYPE-B,50,3,ANNUAL,29577,INFORCE,20080324,
A00341,12,300001,S,M,260004,1,TYPE-B,26,0,ANNUAL,138366,CANCELLED,20080325,20100524
A00342,43,199999,M,F,504000,1,TYPE-B,42,2,ANNUAL,53533,INFORCE,20080324,
A00343,55,100000,M,M,300000,1,TYPE-B,28,3,SEMI-ANNUAL,129399,INFORCE,20080324,
A00344,12,100000,S,M,297996,1,TYPE-B,25,0,QUARTERLY,96355,INFORCE,20080331,
A00345,41,100000,,,,1,TYPE-B,57,1,ANNUAL,119066,INFORCE,20080325,
A00346,55,100000,M,M,336000,1,TYPE-B,27,1,ANNUAL,190699,INFORCE,20080325,
A00347,12,100000,M,M,200004,1,TYPE-B,28,1,QUARTERLY,179377,CANCELLED,20080326,20090224
A00348,22,120000,S,M,750000,1,TYPE-B,23,0,MONTHLY,210511,CANCELLED,20080331,20080727
A00349,12,100000,S,M,399996,1,TYPE-B,30,0,SEMI-ANNUAL,183111,CANCELLED,20080326,20081125
A00350,17,180000,M,M,750000,1,TYPE-B,33,1,MONTHLY,210511,CANCELLED,20080331,20080727
A00351,34,1500000,M,M,402120,1,TYPE-B,51,1,ANNUAL,193311,INFORCE,20080326,
A00352,43,100000,S,M,350004,1,TYPE-B,41,0,QUARTERLY,104244,CANCELLED,20080326,20080825
A00353,43,351000,M,M,500004,1,TYPE-B,42,1,ANNUAL,145100,INFORCE,20080328,
A00354,17,100000,,,,1,TYPE-B,29,0,QUARTERLY,96455,CANCELLED,20080331,20080827
A00355,12,100000,M,M,200004,1,TYPE-B,42,3,ANNUAL,7088,INFORCE,20080327,
A00356,28,100000,M,M,300000,1,TYPE-B,56,2,QUARTERLY,143400,INFORCE,20080328,
A00357,12,100000,M,M,249996,5,TYPE-B,43,2,QUARTERLY,56299,INFORCE,20080327,
A00358,64,120000.96,S,M,120000,1,TYPE-B,19,0,MONTHLY,100533,INFORCE,20080326,
A00359,12,100000,M,F,,4,TYPE-B,33,1,QUARTERLY,134166,CANCELLED,20080327,20080826
A00360,28,150000,M,M,630000,1,TYPE-B,57,2,ANNUAL,86244,INFORCE,20080328,
A00361,43,111111,M,M,249996,1,TYPE-B,41,1,ANNUAL,121422,INFORCE,20080328,
A00362,17,102500,,,,5,TYPE-B,49,0,ANNUAL,89377,CANCELLED,20080416,20090615
A00363,17,100000,,,,1,TYPE-B,59,0,ANNUAL,69800,INFORCE,20080328,
A00364,64,101000,,,,1,TYPE-B,70,0,ANNUAL,121422,INFORCE,20080328,
A00365,29,100000,M,F,420000,1,TYPE-B,56,1,ANNUAL,199588,INFORCE,20080328,
A00366,28,100000,M,F,249996,1,TYPE-B,47,2,ANNUAL,10077,INFORCE,20080331,
A00367,61,100000.19,,,,1,TYPE-B,46,0,ANNUAL,10077,INFORCE,20080331,
A00368,59,100000.19,,,,4,TYPE-B,45,0,ANNUAL,10077,INFORCE,20080331,
A00369,17,200000,M,M,515844,1,TYPE-B,51,1,QUARTERLY,192433,CANCELLED,20080331,20080827
A00370,17,100000,M,F,,4,TYPE-B,38,3,SEMI-ANNUAL,6166,CANCELLED,20080328,20081127
A00371,50,150000,M,M,300000,1,TYPE-B,35,3,ANNUAL,186899,INFORCE,20080328,
A00372,12,100000.8,S,M,500004,1,TYPE-B,25,0,MONTHLY,533,CANCELLED,20080328,20080727
A00373,17,100000,M,M,300000,1,TYPE-B,48,2,QUARTERLY,216333,CANCELLED,20080428,20081227
A00374,17,100000,M,M,380004,1,TYPE-B,56,1,ANNUAL,142088,CANCELLED,20080331,20110527
A00375,17,100000,M,M,300000,1,TYPE-B,44,2,SEMI-ANNUAL,66711,CANCELLED,20080331,20081127
A00376,22,101999.88,S,M,249996,1,TYPE-B,25,0,MONTHLY,190155,INFORCE,20080411,
A00377,17,100000,,,,1,TYPE-B,48,0,SEMI-ANNUAL,113877,INFORCE,20080331,
A00378,17,100000.8,S,M,849996,1,TYPE-B,26,0,MONTHLY,215733,INFORCE,20080331,
A00379,12,100000,S,M,260004,1,TYPE-B,26,0,ANNUAL,138366,CANCELLED,20080331,20100527
A00380,12,150000,S,M,300000,1,TYPE-B,48,0,ANNUAL,138366,CANCELLED,20080331,20100527
A00381,12,100000,M,M,500004,1,TYPE-B,53,3,SEMI-ANNUAL,207600,CANCELLED,20080331,20090527
A00382,17,100000,M,M,1599996,1,TYPE-B,30,2,SEMI-ANNUAL,41288,CANCELLED,20080331,20110527
A00383,66,100000.18,,,,1,TYPE-B,63,0,SEMI-ANNUAL,10077,INFORCE,20080331,
A00384,53,199999,M,M,900000,1,TYPE-B,29,1,ANNUAL,210588,INFORCE,20080331,
A00385,47,1000000,,,,NA,TYPE-B,9,3,ANNUAL,110155,INFORCE,20080331,
A00386,17,100000,M,F,900000,1,TYPE-B,36,3,ANNUAL,204511,CANCELLED,20080331,20090527
A00387,17,100000,M,M,1400004,1,TYPE-B,48,2,ANNUAL,29599,CANCELLED,20080425,20110624
A00388,50,300000,M,M,1500000,1,TYPE-B,35,1,SEMI-ANNUAL,1866,INFORCE,20080331,
A00389,36,100000.2,,,,1,TYPE-B,7,1,ANNUAL,10077,INFORCE,20080331,
A00390,52,100000,M,F,384000,1,TYPE-B,33,1,ANNUAL,221600,INFORCE,20080331,
A00391,12,100000,M,M,500004,1,TYPE-B,36,2,QUARTERLY,205344,CANCELLED,20080331,20081127
A00392,56,100000,M,M,249996,1,TYPE-B,27,3,ANNUAL,159822,INFORCE,20080331,
A00393,17,120000,M,M,249996,1,TYPE-B,30,1,ANNUAL,48644,CANCELLED,20080508,20110707
A00394,59,100000.19,,,,1,TYPE-B,44,0,ANNUAL,10077,INFORCE,20080331,
A00395,64,100000.19,,,,4,TYPE-B,38,0,ANNUAL,10077,INFORCE,20080331,
A00396,12,100000,M,F,,4,TYPE-B,54,1,ANNUAL,210499,INFORCE,20080429,
A00397,17,100000,M,M,600000,5,TYPE-B,49,1,ANNUAL,163011,CANCELLED,20080408,20090607
A00398,59,100000,S,F,120000,1,TYPE-B,23,0,ANNUAL,122555,INFORCE,20080331,
A00399,17,100000,S,M,300000,1,TYPE-B,27,0,QUARTERLY,43600,CANCELLED,20080331,20090226
A00400,43,102000.84,M,M,999996,1,TYPE-B,42,3,MONTHLY,144722,INFORCE,20080331,
A00401,27,100000,M,M,240000,1,TYPE-B,58,3,SEMI-ANNUAL,187511,INFORCE,20080331,
A00402,30,100000,M,M,300000,1,TYPE-B,55,2,SEMI-ANNUAL,216488,CANCELLED,20080331,20081127
A00403,17,100000,,,,1,TYPE-B,52,0,ANNUAL,190700,CANCELLED,20080331,20090527
A00404,17,100000,,,,1,TYPE-B,52,0,ANNUAL,190700,CANCELLED,20080331,20090527
A00405,17,100000,,,,1,TYPE-B,7,3,ANNUAL,205477,INFORCE,20080331,
A00406,12,100000,M,M,300000,1,TYPE-B,47,2,SEMI-ANNUAL,143400,INFORCE,20080331,
A00407,32,120000.96,M,M,660000,1,TYPE-B,52,3,MONTHLY,128377,INFORCE,20080331,
A00408,17,100000,M,F,,4,TYPE-B,34,1,ANNUAL,195544,INFORCE,20080331,
A00409,17,100000,M,M,320004,1,TYPE-B,37,3,SEMI-ANNUAL,132299,CANCELLED,20080411,20081127
A00410,40,100000,M,F,429996,1,TYPE-B,44,1,QUARTERLY,117577,INFORCE,20080331,
A00411,17,100000,M,F,,4,TYPE-B,34,1,ANNUAL,195544,INFORCE,20080331,
A00412,17,100000,,,,1,TYPE-B,66,0,ANNUAL,210422,INFORCE,20080331,
A00413,12,120001.08,M,M,300000,1,TYPE-B,58,3,MONTHLY,177388,CANCELLED,20080331,20080827
A00414,12,100000.8,M,M,500004,1,TYPE-B,47,2,MONTHLY,203877,CANCELLED,20080423,20080822
A00415,27,10000000,M,F,2100000,1,TYPE-B,57,3,ANNUAL,199133,INFORCE,20080331,
A00416,57,100000.8,S,M,380004,1,TYPE-B,26,0,MONTHLY,70300,INFORCE,20080331,
A00417,35,200000,M,F,300000,1,TYPE-B,50,1,QUARTERLY,150899,INFORCE,20080331,
A00418,44,100000,M,M,360000,1,TYPE-B,41,2,QUARTERLY,150899,CANCELLED,20080331,20080827
A00419,39,100000,M,M,600000,1,TYPE-B,46,1,QUARTERLY,150899,INFORCE,20080331,
A00420,56,120000,M,F,423996,1,TYPE-B,26,1,MONTHLY,127500,INFORCE,20080331,
A00421,41,100000,M,M,600000,1,TYPE-B,43,3,SEMI-ANNUAL,69411,INFORCE,20080331,
A00422,12,100000,M,F,,4,TYPE-B,43,3,ANNUAL,205355,CANCELLED,20080331,20100527
A00423,17,100000,M,F,,4,TYPE-B,50,2,ANNUAL,195544,INFORCE,20080331,
A00424,54,100000,S,M,200004,1,TYPE-B,29,0,QUARTERLY,202433,CANCELLED,20080331,20080827
A00425,12,200000,M,M,600000,1,TYPE-B,43,1,ANNUAL,69411,INFORCE,20080415,
A00426,33,1600000,M,M,440004,1,TYPE-B,52,1,QUARTERLY,223433,CANCELLED,20080331,20080827
A00427,12,100200,M,M,300000,1,TYPE-B,30,1,MONTHLY,24566,INFORCE,20080408,
A00428,17,100000,M,F,150000,1,TYPE-B,36,3,ANNUAL,222466,INFORCE,20080331,
A00429,12,100000.8,,,,1,TYPE-B,46,2,MONTHLY,24533,CANCELLED,20080331,20090127
A00430,45,150000,M,M,444996,1,TYPE-B,40,3,ANNUAL,169877,INFORCE,20080331,
A00431,54,102000.84,S,M,300000,1,TYPE-B,29,0,MONTHLY,66699,CANCELLED,20080331,20080926
A00432,17,100000,S,M,405996,1,TYPE-B,29,0,QUARTERLY,165100,INFORCE,20080331,
A00433,12,100000,M,M,300000,1,TYPE-B,37,2,QUARTERLY,100311,CANCELLED,20080331,20080827
A00434,17,119999.88,M,F,300000,1,TYPE-B,34,3,MONTHLY,100533,INFORCE,20080331,
A00435,41,500000,M,M,279996,1,TYPE-B,44,1,ANNUAL,186899,INFORCE,20080331,
A00436,37,100000,M,M,350004,1,TYPE-B,48,3,SEMI-ANNUAL,200533,INFORCE,20080331,
A00437,12,100000.8,S,M,289992,1,TYPE-B,24,0,MONTHLY,153377,INFORCE,20080409,
A00438,27,100000,M,F,360000,1,TYPE-B,58,3,SEMI-ANNUAL,195577,CANCELLED,20080410,20110609
A00439,22,103000.56,M,M,399996,5,TYPE-B,51,3,MONTHLY,20800,INFORCE,20080530,
A00440,12,120000.96,M,F,249996,1,TYPE-B,38,2,MONTHLY,172955,INFORCE,20080411,
A00441,47,180001.44,M,F,,4,TYPE-B,37,2,MONTHLY,53611,CANCELLED,20080410,20080809
A00442,12,100000,M,M,500004,1,TYPE-B,46,3,SEMI-ANNUAL,566,INFORCE,20080512,
A00443,43,100000,M,M,300000,1,TYPE-B,42,3,SEMI-ANNUAL,51777,INFORCE,20080410,
A00444,38,121550.64,M,M,1500000,1,TYPE-B,47,3,QUARTERLY,37900,INFORCE,20080416,
A00445,17,100000,S,M,450000,1,TYPE-B,22,0,ANNUAL,187688,CANCELLED,20080411,20110610
A00446,46,120000.96,M,M,240000,1,TYPE-B,38,2,MONTHLY,218411,INFORCE,20080410,
A00447,34,105000,M,M,225000,1,TYPE-B,51,2,ANNUAL,112877,INFORCE,20080411,
A00448,32,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,137622,CANCELLED,20080411,20090611
A00449,12,200000,M,M,,6,TYPE-B,63,2,ANNUAL,87833,CANCELLED,20080522,20090721
A00450,12,100008,S,M,150000,1,TYPE-B,33,0,MONTHLY,113488,CANCELLED,20080422,20080821
A00451,17,100000,M,M,440004,1,TYPE-B,39,3,SEMI-ANNUAL,170177,CANCELLED,20080417,20081216
A00452,12,105000,,,,1,TYPE-B,54,0,MONTHLY,197733,CANCELLED,20080428,20081027
A00453,33,399883.08,M,M,1044996,1,TYPE-B,42,3,MONTHLY,5266,CANCELLED,20080429,20080827
A00454,28,200000,W,F,360000,1,TYPE-B,57,0,ANNUAL,119333,INFORCE,20080422,
A00455,29,100000,M,F,840000,1,TYPE-B,56,1,ANNUAL,200533,INFORCE,20080422,
A00456,12,100000,M,M,249996,5,TYPE-B,43,1,QUARTERLY,56299,INFORCE,20080424,
A00457,12,100000,M,F,,4,TYPE-B,57,2,ANNUAL,21011,INFORCE,20080505,
A00458,49,120000.96,M,M,300000,1,TYPE-B,36,1,MONTHLY,114200,INFORCE,20080425,
A00459,12,120000.96,M,M,350004,1,TYPE-B,35,2,MONTHLY,10922,INFORCE,20080425,
A00460,38,120000,M,M,1400004,1,TYPE-B,46,2,SEMI-ANNUAL,6288,INFORCE,20080428,
A00461,22,100005,,,,1,TYPE-B,60,0,ANNUAL,46099,INFORCE,20080428,
A00462,17,100000,,,,1,TYPE-B,38,0,SEMI-ANNUAL,96044,CANCELLED,20080502,20081227
A00463,40,100000.8,M,M,345600,1,TYPE-B,45,2,MONTHLY,11344,INFORCE,20080429,
A00464,17,100000,S,M,999996,1,TYPE-B,29,0,ANNUAL,99544,CANCELLED,20080429,20110627
A00465,45,100000,M,M,350004,1,TYPE-B,40,3,ANNUAL,85544,CANCELLED,20080430,20090627
A00466,49,120000.96,M,M,300000,1,TYPE-B,36,2,MONTHLY,114200,CANCELLED,20080429,20080827
A00467,17,100000,M,F,,4,TYPE-B,22,1,ANNUAL,132300,INFORCE,20080429,
A00468,17,100000,M,F,399996,1,TYPE-B,58,1,ANNUAL,202511,INFORCE,20080530,
A00469,46,120000.96,M,M,240000,1,TYPE-B,38,3,MONTHLY,218411,INFORCE,20080505,
A00470,39,102000.84,M,F,360000,1,TYPE-B,46,1,MONTHLY,229911,INFORCE,20080502,
A00471,50,100000.8,M,F,450000,1,TYPE-B,34,1,MONTHLY,148955,INFORCE,20080430,
A00472,27,2000000,M,M,2265588,1,TYPE-B,57,1,ANNUAL,61566,INFORCE,20080430,
A00473,46,199999,M,M,699996,1,TYPE-B,39,3,SEMI-ANNUAL,205344,INFORCE,20080502,
A00474,17,100000,S,M,499992,1,TYPE-B,25,0,ANNUAL,131022,INFORCE,20080506,
A00475,17,100000,S,M,500004,1,TYPE-B,23,0,ANNUAL,131022,INFORCE,20080505,
A00476,17,100000,M,M,399996,5,TYPE-B,38,2,SEMI-ANNUAL,179166,CANCELLED,20080505,20090102
A00477,43,160000,M,M,350004,1,TYPE-B,42,2,SEMI-ANNUAL,121344,INFORCE,20080505,
A00478,12,100002.72,S,M,300000,1,TYPE-B,29,0,MONTHLY,236099,INFORCE,20080505,
A00479,46,100000,M,M,399996,1,TYPE-B,38,2,ANNUAL,208211,INFORCE,20080506,
A00480,42,100000,M,M,399996,1,TYPE-B,43,2,ANNUAL,208211,INFORCE,20080506,
A00481,17,300000,M,M,384996,1,TYPE-B,39,3,ANNUAL,179600,CANCELLED,20080523,20110722
A00482,12,100000,M,M,399996,1,TYPE-B,47,1,SEMI-ANNUAL,179166,CANCELLED,20080508,20090107
A00483,12,100019.2,M,M,499992,1,TYPE-B,62,1,ANNUAL,108577,INFORCE,20080515,
A00484,12,100000,M,F,,4,TYPE-B,35,1,ANNUAL,192044,INFORCE,20080530,
A00485,30,100000,,,,1,TYPE-B,64,3,ANNUAL,179388,INFORCE,20080509,
A00486,47,199999,M,M,699996,1,TYPE-B,37,3,ANNUAL,95855,CANCELLED,20080509,20090708
A00487,22,100000,M,M,500004,1,TYPE-B,35,2,SEMI-ANNUAL,67800,INFORCE,20080509,
A00488,17,100000,,,,1,TYPE-B,35,0,SEMI-ANNUAL,52099,INFORCE,20080512,
A00489,49,100000,S,M,800004,1,TYPE-B,36,0,ANNUAL,207733,INFORCE,20080513,
A00490,17,100000,M,M,499992,1,TYPE-B,25,2,ANNUAL,140344,CANCELLED,20080513,20100712
A00491,44,100000,M,M,320004,1,TYPE-B,41,3,ANNUAL,37711,CANCELLED,20080514,20110713
A00492,12,150000,S,M,300000,1,TYPE-B,24,0,ANNUAL,30366,CANCELLED,20080515,20090714
A00493,12,100000,S,M,500004,1,TYPE-B,30,0,ANNUAL,115199,INFORCE,20080515,
A00494,17,100000,,,,1,TYPE-B,38,1,ANNUAL,201122,INFORCE,20080520,
A00495,12,120000.96,M,M,800004,1,TYPE-B,34,2,MONTHLY,245933,CANCELLED,20080516,20090515
A00496,17,100000,M,M,499992,1,TYPE-B,35,3,SEMI-ANNUAL,67800,INFORCE,20080526,
A00497,12,100000,S,M,849996,1,TYPE-B,30,0,ANNUAL,187311,INFORCE,20080520,
A00498,17,100000,M,M,800004,1,TYPE-B,29,2,ANNUAL,38122,INFORCE,20080520,
A00499,27,100000,M,M,300000,1,TYPE-B,36,3,SEMI-ANNUAL,154255,INFORCE,20080623,
A00500,17,120000.96,M,M,600000,1,TYPE-B,30,1,MONTHLY,64944,INFORCE,20080523,
A00501,17,100000,S,M,300000,1,TYPE-B,22,0,ANNUAL,117155,CANCELLED,20080520,20090719
A00502,47,100000.8,M,F,219996,1,TYPE-B,37,2,MONTHLY,114333,INFORCE,20080522,
A00503,17,100000,M,M,500004,1,TYPE-B,39,2,ANNUAL,234044,INFORCE,20080617,
A00504,22,124999.98,,,,4,TYPE-B,27,1,ANNUAL,233955,INFORCE,20080523,
A00505,36,100000,M,M,399996,1,TYPE-B,49,3,ANNUAL,37711,CANCELLED,20080522,20110721
A00506,17,100000,,,,NA,TYPE-B,29,0,ANNUAL,207733,INFORCE,20080523,
A00507,47,1000000,M,M,6442920,1,TYPE-B,37,3,ANNUAL,110155,CANCELLED,20080526,20110723
A00508,17,107999.88,S,M,300000,1,TYPE-B,27,0,MONTHLY,57388,CANCELLED,20080530,20090527
A00509,29,100000,M,M,360000,1,TYPE-B,56,2,ANNUAL,50466,INFORCE,20080527,
A00510,12,350000,M,M,500004,1,TYPE-B,36,1,ANNUAL,192044,INFORCE,20080612,
A00511,38,198000,M,M,4800000,1,TYPE-B,47,1,ANNUAL,58177,INFORCE,20080530,
A00512,38,400000,M,M,1400004,1,TYPE-B,46,3,SEMI-ANNUAL,140233,INFORCE,20080530,
A00513,12,100000,S,M,350004,1,TYPE-B,29,0,ANNUAL,96911,INFORCE,20080530,
A00514,43,100000,M,M,1200000,1,TYPE-B,41,1,ANNUAL,211011,INFORCE,20080602,
A00515,17,119999.88,M,M,500004,1,TYPE-B,30,1,MONTHLY,88377,INFORCE,20080602,
A00516,12,100000,M,M,249996,1,TYPE-B,46,1,SEMI-ANNUAL,66088,CANCELLED,20080603,20100201
A00517,12,200000,M,M,,6,TYPE-B,47,3,ANNUAL,208077,CANCELLED,20080630,20090827
A00518,31,102700.8,M,M,1700004,1,TYPE-B,44,1,MONTHLY,248799,INFORCE,20080605,
A00519,29,199900,M,M,200004,1,TYPE-B,56,3,SEMI-ANNUAL,272000,CANCELLED,20080606,20100805
A00520,12,100000,M,M,450000,5,TYPE-B,30,3,ANNUAL,192255,INFORCE,20080609,
A00521,17,100000,M,M,300000,1,TYPE-B,49,1,ANNUAL,120411,CANCELLED,20080625,20100824
A00522,35,100000,M,M,399996,1,TYPE-B,50,2,ANNUAL,159500,INFORCE,20080606,
