name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chicago,2016-10-25,11.8,4.9,8.9,11.8,4.7,8.6,2.9,67.2,0.33,100,4.17,rain,0,0,,19.9,123.6,1029.8,76.9,16,68.6,6.1,4,,2016-10-25T07:15:06,2016-10-25T17:53:19,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-26,10.6,7.7,9,10.6,3.7,6.8,6.1,82.7,27.65,100,83.33,rain,0,0,52.2,34.7,119.5,1020.8,99.6,9.9,34.7,3,1,,2016-10-26T07:16:18,2016-10-26T17:51:55,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-27,10.2,7.5,8.9,10.2,3.7,7.1,4.9,76.3,0,0,0,,0,0,33.5,25.4,322.9,1022.1,97.3,13.8,139.5,12.1,6,,2016-10-27T07:17:30,2016-10-27T17:50:33,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-28,17.9,5.4,12,17.9,3.1,11.3,8.1,77.4,0,0,0,,0,0,47.8,33,187.9,1020.2,78.7,15.4,141.9,12.2,5,,2016-10-28T07:18:42,2016-10-28T17:49:11,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-29,22.2,14.5,18.8,22.2,14.5,18.8,14.2,74.7,0,0,0,,0,0,48.4,25.8,240.5,1012.9,88.2,15.6,88.9,7.7,4,,2016-10-29T07:19:55,2016-10-29T17:47:52,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-30,14,8.4,11.9,14,6.2,11.7,7.7,75.7,8.47,100,16.67,rain,0,0,33.5,23.6,31.2,1020.2,86.2,15.6,142.4,12.4,5,,2016-10-30T07:21:08,2016-10-30T17:46:33,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-31,15.9,5.7,10.6,15.9,3.5,10,5.9,73.2,0,0,0,,0,0,38.9,25.4,151.5,1018.5,78.4,16,111.8,9.7,5,,2016-10-31T07:22:21,2016-10-31T17:45:16,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-01,24.2,16,20.1,24.2,16,20.1,13.6,67.3,0,0,0,,0,0,44.1,23.4,208.9,1012.2,73.6,16,86.6,7.5,4,,2016-11-01T07:23:34,2016-11-01T17:44:01,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-02,18.5,13.4,16.5,18.5,13.4,16.5,13.7,83.7,7.65,100,45.83,rain,0,0,,16.8,29.6,1018.3,97.6,10.5,53.2,4.5,2,,2016-11-02T07:24:48,2016-11-02T17:42:46,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-03,18.7,10.8,13.7,18.7,10.8,13.7,9.5,77.5,0.15,100,4.17,rain,0,0,,22,10.7,1022.7,63.1,11.4,139.7,12.1,6,,2016-11-03T07:26:01,2016-11-03T17:41:34,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-04,16.7,7.6,12,16.7,7.6,11.9,5.7,67,0,0,0,,0,0,,13.7,327.1,1029.2,18.2,16,148.5,13,6,,2016-11-04T07:27:15,2016-11-04T17:40:23,0.1,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-05,19.9,8.3,13.5,19.9,6.7,13.1,7.2,67.3,0,0,0,,0,0,,18.9,232.2,1026.9,20.5,16,140.7,12.2,5,,2016-11-05T07:28:29,2016-11-05T17:39:13,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-06,20.7,8.2,14,20.7,8.2,14,7.4,66.7,0,0,0,,0,0,,12.1,211.6,1026.9,2.2,15.7,136.2,12.2,6,,2016-11-06T06:29:43,2016-11-06T16:38:05,0.18,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-07,18.7,8,13.3,18.7,7.1,13.2,5.6,61.6,0,0,0,,0,0,,15.9,193.4,1025.6,35.9,16,142.2,12.2,6,,2016-11-07T06:30:57,2016-11-07T16:36:59,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-08,17,11.1,13.3,17,11.1,13.3,6.8,65.4,0.71,100,16.67,rain,0,0,46.9,32.5,324.4,1022.5,84.7,15.8,105.1,9,5,,2016-11-08T06:32:11,2016-11-08T16:35:54,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-09,14.2,5.8,9.7,14.2,3.2,8.4,1.3,57,0,0,0,,0,0,40.7,22.9,320.5,1025.9,52,16,119.3,10.3,5,,2016-11-09T06:33:26,2016-11-09T16:34:51,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-10,17.7,6.2,11.5,17.7,2.9,10.5,1.5,51.4,0,0,0,,0,0,55.2,39.1,243.2,1018.1,5,16,140,12.1,5,,2016-11-10T06:34:40,2016-11-10T16:33:50,0.39,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-11,11.1,6.9,9.1,11.1,3.4,7.1,1.6,59.5,0,0,0,,0,0,59.3,38.2,9,1025.3,62.3,16,123.3,10.8,5,,2016-11-11T06:35:54,2016-11-11T16:32:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-12,11,1.9,6.5,11,-0.1,4.9,-0.7,60.9,0,0,0,,0,0,29.5,20.6,233.1,1029.5,38.6,16,135.4,11.9,5,,2016-11-12T06:37:08,2016-11-12T16:31:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-13,13.7,2.5,8.1,13.7,-1.1,6.1,-1,54.2,0,0,0,,0,0,39.6,25.3,219.9,1020.7,23.6,16,137.6,12,5,,2016-11-13T06:38:21,2016-11-13T16:30:57,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-14,15.4,5.1,9.7,15.4,2.2,8.7,3.1,63.8,0,0,0,,0,0,33.5,20.2,212.3,1013.1,66.4,16,108.6,9.3,5,,2016-11-14T06:39:35,2016-11-14T16:30:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-15,12.1,4.9,8.3,12.1,3,7.5,5.5,82.9,0,0,0,,0,0,,10.7,280,1012.1,62.4,9.9,101.4,8.8,5,,2016-11-15T06:40:49,2016-11-15T16:29:12,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-16,15,5.1,9.5,15,5.1,9.1,5.8,78.9,0,0,0,,0,0,,13.5,94.2,1013.4,26.9,12.8,120.9,10.4,5,,2016-11-16T06:42:02,2016-11-16T16:28:22,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-17,22.8,8.9,16,22.8,7,15.5,8,60.7,0,0,0,,0,0,44.4,32.4,176.8,1009.3,72.8,14.5,97.1,8.3,5,,2016-11-17T06:43:15,2016-11-17T16:27:34,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-18,18.4,4.8,14.1,18.4,-0.3,12.9,6.7,61.3,3.65,100,20.83,rain,0,0,59.9,41.9,217,1008.9,80.3,15.7,62.9,5.5,4,,2016-11-18T06:44:27,2016-11-18T16:26:48,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-19,4.2,-1.3,2.2,-0.8,-6.2,-3.3,-5.9,55.4,0.07,100,4.17,rain,0,0,62.5,40.3,291.4,1020.4,76,15.9,89.6,7.8,4,,2016-11-19T06:45:39,2016-11-19T16:26:04,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-20,1.8,-4.2,-1.4,-0.5,-10,-5.9,-9.4,54.6,0,0,0,,0,0,33.5,21.8,328.6,1027.6,37.2,16,119.6,10.4,5,,2016-11-20T06:46:51,2016-11-20T16:25:23,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-21,5.1,-4.5,0.2,4.9,-7.4,-2.1,-7.1,59.8,0,0,0,,0,0,,11.8,3.8,1027,28,16,122.2,10.6,5,,2016-11-21T06:48:02,2016-11-21T16:24:43,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-22,4.3,-1.6,2,0.3,-3,-0.9,-3.5,67.5,0.37,100,4.17,rain,0,0,,21.4,122.1,1026,87.8,16,37.5,3.2,2,,2016-11-22T06:49:13,2016-11-22T16:24:05,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-23,7,3.2,5.4,5.3,-0.8,2.3,3.4,86.9,5.08,100,54.17,rain,0,0,33.5,20.9,158,1016.5,100,5.9,16,1.3,1,,2016-11-23T06:50:23,2016-11-23T16:23:30,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-24,6.8,2.5,4,3.4,-1,0.7,0.8,79.2,0,0,0,,0,0,31.7,21.3,274.7,1021.6,100,14.6,82.3,7.1,4,,2016-11-24T06:51:32,2016-11-24T16:22:57,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-25,5.4,1.8,3.7,2.5,-1.4,0.6,0,76.8,0,0,0,,0,0,37.1,21.8,268.2,1026.6,90.5,14.7,77.2,6.6,4,,2016-11-25T06:52:41,2016-11-25T16:22:26,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-26,8.4,0.8,4.6,5.8,-2.1,1.8,0.5,75,0,0,0,,0,0,29.5,17.3,212.7,1025.7,67.2,15.6,83.7,7.1,4,,2016-11-26T06:53:49,2016-11-26T16:21:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-27,6.9,1.5,4.1,3.5,-2.2,0.7,1.5,83.3,0.32,100,4.17,rain,0,0,45.6,29.7,177.5,1015.9,75.8,10,59.9,5.2,3,,2016-11-27T06:54:56,2016-11-27T16:21:31,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-28,11,5.8,8.5,11,1.2,6,6.2,85.8,25.58,100,66.67,rain,0,0,50.6,32.4,175.6,997.7,100,11.9,18.9,1.5,1,,2016-11-28T06:56:02,2016-11-28T16:21:07,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-29,13.8,7.2,10.4,13.8,4,9.1,5.5,72.8,0,0,0,,0,0,43,29.6,200.3,998.4,44.7,16,85.2,7.2,4,,2016-11-29T06:57:07,2016-11-29T16:20:46,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-11-30,8,1.8,3.8,6.3,-2.3,0.2,-0.6,72.9,0,0,0,,0,0,39,28.1,240,1003.5,57.7,15.7,71.7,6.1,3,,2016-11-30T06:58:12,2016-11-30T16:20:26,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-01,5.4,2.6,3.7,1.2,-2.4,-0.6,-0.2,75.5,0,0,0,,0,0,42.5,25.9,256.6,1010.9,100,15.7,86.1,7.4,4,,2016-12-01T06:59:15,2016-12-01T16:20:09,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-02,4.4,1.8,3.2,0.9,-2,-0.3,-2,69,0.4,100,8.33,rain,0,0,,18.8,286.8,1022.3,100,15.9,76,6.5,3,,2016-12-02T07:00:17,2016-12-02T16:19:54,0.04,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-03,1.5,-0.2,0.6,0.4,-4,-2.2,-5.4,64.2,0,0,0,,0,0,,15.7,269.3,1027.9,94.9,16,103.9,9,5,,2016-12-03T07:01:18,2016-12-03T16:19:42,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-04,1,-0.3,0.3,0.4,-4.9,-1.6,-2.5,82,10.63,100,41.67,"rain,snow",3.8,1.3,33.5,17.5,187.4,1018.7,90.8,9,42.4,3.6,2,,2016-12-04T07:02:18,2016-12-04T16:19:32,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-05,1.3,0.3,0.7,-1.5,-4.8,-3.4,-1.2,87.2,1.14,100,4.17,"rain,snow",2.8,5,40.7,25.8,204,1016.6,100,9.9,74.5,6.3,3,,2016-12-05T07:03:16,2016-12-05T16:19:24,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-06,4.4,-2,0.6,2.4,-8.3,-3,-2.4,81.2,0,0,0,,3,3.8,43.1,28.9,269,1011.4,67.3,9,89.3,7.6,4,,2016-12-06T07:04:13,2016-12-06T16:19:19,0.2,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-07,-1.6,-4.8,-3.2,-7.7,-13,-9.8,-8.6,66.1,0,0,0,,0,2.7,51.8,33.9,259.9,1019.9,80.9,16,62.7,5.4,4,,2016-12-07T07:05:09,2016-12-07T16:19:16,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-08,-4,-8,-5.6,-10.7,-16.9,-13.2,-11.1,65.6,0.07,100,4.17,snow,0,1.1,51.6,31.4,274.9,1026.8,92.5,15.4,54.8,4.6,2,,2016-12-08T07:06:03,2016-12-08T16:19:16,0.31,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-09,-3.4,-7,-5.1,-9.1,-12.5,-10.7,-10.2,67.8,0,0,0,,0,1,,20.5,275.6,1034,78.5,15.8,57.9,5.1,3,,2016-12-09T07:06:56,2016-12-09T16:19:18,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-10,-4.2,-7,-5.6,-8.3,-13,-10.7,-10.1,71,1.89,100,29.17,snow,4.9,2.3,,16.5,239.1,1032.7,93.1,12.1,59.5,5.1,3,,2016-12-10T07:07:47,2016-12-10T16:19:22,0.41,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-11,1.3,-4.2,-1.3,-2.4,-9.9,-5.8,-3.4,85.2,8.23,100,70.83,"rain,snow",6.8,9.3,,22.7,167.2,1015.6,98.6,5.3,18.3,1.6,1,,2016-12-11T07:08:36,2016-12-11T16:19:29,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-12,0.8,-9.9,-5.7,-4.2,-16.2,-11.5,-9.1,76.4,0,0,0,,2.2,13.4,39.4,25,262.1,1017.5,72.3,11.8,95.2,8.1,4,,2016-12-12T07:09:24,2016-12-12T16:19:38,0.48,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-13,-4.5,-14.9,-9.1,-10.1,-22.3,-15.2,-15.1,62.8,0,0,0,,0,10.9,,20.9,288,1023.2,51.4,13.9,78.9,6.8,4,,2016-12-13T07:10:10,2016-12-13T16:19:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-14,-6.4,-15.3,-11.6,-14.8,-25,-20.2,-18.4,57.4,0,0,0,,0,9.2,54.1,33.7,261.3,1024.2,42,15.9,64.5,5.7,3,,2016-12-14T07:10:55,2016-12-14T16:20:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-15,-12.2,-17.7,-14.9,-18.2,-27.3,-23.3,-21.3,58.4,0,0,0,,0,9.1,38.3,27.3,272.4,1031.2,40.6,16,107.1,9.2,5,,2016-12-15T07:11:37,2016-12-15T16:20:19,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-16,-6,-12.7,-8.6,-10.2,-17.7,-14.4,-14.1,65.1,1.21,100,16.67,snow,0.9,9.3,33.5,21,148.8,1020.1,97.2,12.2,33,2.9,2,,2016-12-16T07:12:18,2016-12-16T16:20:38,0.54,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-17,-4.3,-6.8,-5.4,-4.5,-14.5,-10,-8.4,79.3,1.46,100,33.33,snow,4.9,10.8,40.7,25.9,315.7,1008,96.5,8.4,37.1,3.1,1,,2016-12-17T07:12:56,2016-12-17T16:20:59,0.58,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-18,-6.7,-20.1,-13.6,-15.5,-28.3,-22.2,-18.9,64.7,0.32,100,20.83,snow,4.9,16.7,50,33.7,300.4,1031,45.2,12.8,107.5,9.3,5,,2016-12-18T07:13:33,2016-12-18T16:21:22,0.63,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-19,-9.3,-21.9,-14.9,-17.6,-29.8,-23,-20.9,61.3,0,0,0,,0,16.5,40.7,24.8,202.5,1039.9,12.3,16,106.8,9.2,5,,2016-12-19T07:14:08,2016-12-19T16:21:47,0.68,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-20,-1.4,-9.2,-4.8,-7.6,-17.5,-12,-12.1,56.9,0,0,0,,0,14.6,49.6,37.1,222.3,1025,64.6,16,99.1,8.5,4,,2016-12-20T07:14:40,2016-12-20T16:22:15,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-21,2.6,-5.8,-1.4,-2.2,-10.3,-5.6,-6.4,69,0,0,0,,0,13.6,27.7,22,216.9,1018.8,75.1,15.6,35.6,3,2,,2016-12-21T07:15:11,2016-12-21T16:22:44,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-22,3.4,-2.5,1,-0.3,-6.6,-2.9,-4.2,69,0,0,0,,0,11.7,35.3,20.4,270.1,1025,56.6,16,102,8.8,4,,2016-12-22T07:15:39,2016-12-22T16:23:16,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-23,2.5,-2.4,0.6,-0.4,-6.2,-3,-2.6,79.2,1.74,100,20.83,"rain,snow",0,8.8,,17.5,182.8,1022.3,95.7,12.1,40.3,3.6,2,,2016-12-23T07:16:06,2016-12-23T16:23:50,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-24,2.8,1.2,1.9,2.8,-2.3,-0.4,-0.6,83.5,0,0,0,,0,7.4,,13.9,265.4,1023.2,100,10,75.2,6.4,3,,2016-12-24T07:16:30,2016-12-24T16:24:26,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-25,3.5,0.5,1.3,-1.1,-4.9,-3.3,-0.4,88.4,1.14,100,12.5,"rain,snow",0,2.1,39.6,28.5,116.6,1026.8,98.2,6.5,65.2,5.5,3,,2016-12-25T07:16:52,2016-12-25T16:25:04,0.94,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-26,12.6,-1,7.7,12.6,-7.7,4.9,2.6,72.1,6.04,100,29.17,rain,0,0,58.6,42.6,229.5,1013.6,60.9,13.2,94.5,8.2,4,,2016-12-26T07:17:12,2016-12-26T16:25:45,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-27,-1.2,-3.6,-2.4,-3.6,-9.9,-7.7,-7.5,68,0,0,0,,0,0,47,26.6,267.5,1021.1,46.2,16,102.9,9,4,,2016-12-27T07:17:29,2016-12-27T16:26:27,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-28,6.7,-4.7,1.3,2.4,-8.5,-2.6,-4.4,68.1,0,0,0,,0,0,54,36,197.9,1014.8,63.1,16,78,6.8,4,,2016-12-28T07:17:44,2016-12-28T16:27:11,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-29,1.8,-0.8,0.8,-3.3,-6.9,-5,-5.2,64.5,0,0,0,,0,0,55,33,276,1011.9,66.9,15.9,76,6.7,4,,2016-12-29T07:17:57,2016-12-29T16:27:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-30,2.6,-3.7,-0.9,-2.7,-9.4,-6.3,-8.3,57.3,0,0,0,,0,0,49.3,29.1,248.1,1015.7,71.5,16,96.4,8.4,5,,2016-12-30T07:18:08,2016-12-30T16:28:44,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-12-31,4.5,-2.7,2,-0.1,-6.8,-2.7,-6.4,54.3,0,0,0,,0,0,49.4,31,247.9,1006.4,67.6,16,79.7,6.8,4,,2016-12-31T07:18:16,2016-12-31T16:29:34,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
